,open_time,close_time,start_price,end_price,pct_change,pnl,capital
0,2017-11-12 07:00:00,2017-11-12 10:00:00,0.02541,0.02577,0.014167650531287001,14.167650531287,1014.167650531287
1,2017-11-29 21:00:00,2017-11-30 02:00:00,0.1063,0.1084,0.019755409219190882,20.035296953110944,1034.202947484398
2,2017-12-08 14:00:00,2017-12-08 15:00:00,0.1059,0.1077,0.016997167138810294,17.578520353842556,1051.7814678382406
3,2017-12-09 18:00:00,2017-12-09 22:00:00,0.1195,0.1199,0.0033472803347281295,3.5206074237264295,1055.302075261967
4,2017-12-10 13:00:00,2017-12-10 14:00:00,0.115,0.1134,-0.013913043478260905,-14.68246365581871,1040.6196116061483
5,2017-12-20 02:00:00,2017-12-20 06:00:00,0.5173,0.4753,-0.081190798376184,-84.48873707221769,956.1308745339306
6,2017-12-22 15:00:00,2017-12-22 20:00:00,0.3768,0.4182,0.10987261146496813,105.05259608732675,1061.1834706212574
7,2017-12-22 22:00:00,2017-12-22 23:00:00,0.4468,0.4125,-0.07676812891674127,-81.46506947696761,979.7184011442897
8,2017-12-30 17:00:00,2017-12-30 20:00:00,0.613,0.65,0.06035889070146824,59.1347158928854,1038.853117037175
9,2017-12-31 16:00:00,2017-12-31 17:00:00,0.7127,0.7221,0.013189280202048497,13.701724849374783,1052.5548418865499
10,2018-01-02 18:00:00,2018-01-02 19:00:00,0.749,0.7624,0.01789052069425897,18.8307541806138,1071.3855960671638
11,2018-01-17 16:00:00,2018-01-17 19:00:00,0.52,0.5567,0.07057692307692298,75.6150987993555,1147.0006948665193
12,2018-01-23 16:00:00,2018-01-23 17:00:00,0.589,0.576,-0.02207130730050936,-25.315804810296715,1121.6848900562227
13,2018-02-02 13:00:00,2018-02-02 14:00:00,0.3745,0.3598,-0.03925233644859811,-44.02875269379563,1077.656137362427
14,2018-02-05 20:00:00,2018-02-05 23:00:00,0.326,0.317,-0.02760736196319021,-29.751243056017948,1047.904894306409
15,2018-02-06 05:00:00,2018-02-06 09:00:00,0.2991,0.2939,-0.017385489802741502,-18.218339854206985,1029.686554452202
16,2018-02-06 13:00:00,2018-02-06 14:00:00,0.3355,0.332,-0.01043219076005962,-10.741886559113889,1018.9446678930881
17,2018-03-18 21:00:00,2018-03-18 23:00:00,0.1611,0.155,-0.03786468032278085,-38.58201411637388,980.3626537767142
18,2018-03-30 05:00:00,2018-03-30 07:00:00,0.1444,0.1476,0.022160664819944657,21.725488172337215,1002.0881419490514
19,2018-04-01 16:00:00,2018-04-01 18:00:00,0.1471,0.1478,0.004758667573079391,4.768604346460329,1006.8567462955117
20,2018-04-12 11:00:00,2018-04-12 13:00:00,0.1879,0.1955,0.04044704630122403,40.72438143611434,1047.581127731626
21,2018-06-24 16:00:00,2018-06-24 18:00:00,0.1319,0.1329,0.007581501137225178,7.942237511232958,1055.523365242859
22,2018-06-29 22:00:00,2018-06-29 23:00:00,0.1257,0.1247,-0.007955449482895791,-8.397162810205728,1047.1262024326531
23,2018-07-17 17:00:00,2018-07-17 18:00:00,0.1638,0.1686,0.029304029304029297,30.685016921103383,1077.8112193537565
24,2018-08-11 17:00:00,2018-08-11 19:00:00,0.1154,0.1127,-0.02339688041594461,-25.21742021018329,1052.5937991435733
25,2018-08-22 01:00:00,2018-08-22 02:00:00,0.09964,0.09826,-0.013849859494179106,-14.578276222582673,1038.0155229209906
26,2018-10-15 06:00:00,2018-10-15 08:00:00,0.07531,0.07209,-0.04275660602841589,-44.3820207649129,993.6335021560777
27,2018-11-20 14:00:00,2018-11-20 16:00:00,0.04862,0.04981,0.02447552447552455,24.319701101722256,1017.9532032577999
28,2018-12-07 19:00:00,2018-12-07 21:00:00,0.03019,0.02884,-0.04471679364027825,-45.519603325539265,972.4335999322607
29,2018-12-08 22:00:00,2018-12-09 01:00:00,0.03031,0.03005,-0.008578027053777625,-8.341561728221299,964.0920382040393
30,2018-12-20 08:00:00,2018-12-20 10:00:00,0.03681,0.0377,0.024178212442270985,23.3100221135993,987.4020603176386
31,2018-12-24 00:00:00,2018-12-24 02:00:00,0.04602,0.04653,0.011082138200782346,10.942526092177298,998.344586409816
32,2018-12-28 15:00:00,2018-12-28 17:00:00,0.03973,0.0415,0.04455071734205891,44.47696747911842,1042.8215538889344
33,2019-01-06 17:00:00,2019-01-06 19:00:00,0.04877,0.04928,0.010457248308386232,10.905043930353761,1053.7265978192881
34,2019-02-08 16:00:00,2019-02-08 18:00:00,0.0405,0.04023,-0.0066666666666666515,-7.024843985461905,1046.7017538338262
35,2019-04-02 04:00:00,2019-04-02 06:00:00,0.07665,0.07717,0.006784083496412349,7.100912093849922,1053.8026659276761
36,2019-05-26 19:00:00,2019-05-26 20:00:00,0.08391,0.08539,0.017637945417709393,18.586913902668996,1072.3895798303452
37,2019-06-26 16:00:00,2019-06-26 17:00:00,0.104,0.103,-0.009615384615384625,-10.311438267599483,1062.0781415627457
38,2019-07-02 14:00:00,2019-07-02 16:00:00,0.07961,0.08038,0.0096721517397311,10.272580944646483,1072.3507225073922
39,2019-07-18 14:00:00,2019-07-18 16:00:00,0.05782,0.05833,0.008820477343479705,9.458645252140546,1081.8093677595327
40,2019-10-25 15:00:00,2019-10-25 17:00:00,0.04043,0.04096,0.013109077417759156,14.1815227532168,1095.9908905127495
41,2019-10-26 00:00:00,2019-10-26 02:00:00,0.0423,0.04178,-0.012293144208037817,-13.473174067769015,1082.5177164449806
42,2020-03-13 02:00:00,2020-03-13 10:00:00,0.02292,0.02767,0.2072425828970332,224.34376758785598,1306.8614840328366
43,2020-03-13 09:00:00,2020-03-13 11:00:00,0.028,0.02681,-0.0425,-55.54161307139556,1251.319870961441
44,2020-03-13 19:00:00,2020-03-13 22:00:00,0.02718,0.02866,0.05445180279617374,68.13662284852596,1319.456493809967
45,2020-03-15 21:00:00,2020-03-16 00:00:00,0.02856,0.02634,-0.07773109243697479,-102.5627946869092,1216.8936991230578
46,2020-03-23 12:00:00,2020-03-23 14:00:00,0.02877,0.02865,-0.0041710114702816145,-5.075677577155698,1211.8180215459022
47,2021-01-29 08:00:00,2021-01-29 09:00:00,0.3593,0.3628,0.009741163373225725,11.804517326497805,1223.6225388724
48,2021-02-08 12:00:00,2021-02-08 13:00:00,0.69,0.6836,-0.009275362318840524,-11.349542389541032,1212.2729964828588
49,2021-02-23 20:00:00,2021-02-23 22:00:00,0.9306,0.9423,0.01257253384912964,15.241343282666561,1227.5143397655254
50,2021-05-19 16:00:00,2021-05-19 17:00:00,1.775,1.762,-0.007323943661971775,-8.990245868705188,1218.5240938968202
51,2022-05-11 13:00:00,2022-05-11 15:00:00,0.6141,0.5717,-0.06904412962058296,-84.13193548481546,1134.3921584120048
52,2022-05-12 07:00:00,2022-05-12 08:00:00,0.4538,0.436,-0.03922432789775228,-44.495769986191426,1089.8963884258135
53,2022-06-30 23:00:00,2022-07-01 00:00:00,0.4599,0.4665,0.014350945857795283,15.641044060905466,1105.537432486719
54,2022-11-10 13:00:00,2022-11-10 14:00:00,0.3725,0.3724,-0.0002684563758388966,-0.29678857247962337,1105.2406439142392
